trade_price,trade_volume,ask_bid,sequential_id,timestamp
22666000.0,0.00220604,1,1669411765455001,2022-11-25 21:29:25
22665000.0,0.01100594,1,1669411771092002,2022-11-25 21:29:31
22665000.0,0.08346527,1,1669411771092001,2022-11-25 21:29:31
22666000.0,0.01781928,1,1669411771092000,2022-11-25 21:29:31
22666000.0,0.01303597,1,1669411780934000,2022-11-25 21:29:40
22680000.0,0.00022045,0,1669411803315000,2022-11-25 21:30:03
22680000.0,0.03672903,0,1669411807111000,2022-11-25 21:30:07
22680000.0,0.06035668,0,1669411813507002,2022-11-25 21:30:13
22683000.0,0.21344911,0,1669411813507001,2022-11-25 21:30:13
22680000.0,0.00118193,0,1669411813507000,2022-11-25 21:30:13
22666000.0,0.00132362,1,1669411821297000,2022-11-25 21:30:21
22666000.0,0.00453998,1,1669411821297001,2022-11-25 21:30:21
22667000.0,0.06325287,0,1669411821122000,2022-11-25 21:30:21
22666000.0,0.00882378,1,1669411827094000,2022-11-25 21:30:27
22666000.0,0.0032628,1,1669411829552001,2022-11-25 21:30:29
22666000.0,0.00271156,1,1669411829552000,2022-11-25 21:30:29
22666000.0,0.00598415,1,1669411829421000,2022-11-25 21:30:29
22666000.0,0.00522075,1,1669411833654000,2022-11-25 21:30:33
22666000.0,0.00044091,1,1669411838353000,2022-11-25 21:30:38
22666000.0,0.00592321,1,1669411840486000,2022-11-25 21:30:40
22666000.0,0.00607554,1,1669411840425001,2022-11-25 21:30:40
22666000.0,0.00302699,1,1669411840425000,2022-11-25 21:30:40
22666000.0,0.00472318,1,1669411842049000,2022-11-25 21:30:42
22666000.0,0.00664268,1,1669411845468000,2022-11-25 21:30:45
22679000.0,0.00044093,0,1669411847655000,2022-11-25 21:30:47
22666000.0,0.08666849,1,1669411852008000,2022-11-25 21:30:52
22666000.0,0.00044093,1,1669411861323000,2022-11-25 21:31:01
22666000.0,0.08485613,1,1669411862201001,2022-11-25 21:31:02
22666000.0,0.15728818,1,1669411862201000,2022-11-25 21:31:02
22680000.0,0.00044091,0,1669411862412000,2022-11-25 21:31:02
22680000.0,0.00022059,0,1669411866467000,2022-11-25 21:31:06
22666000.0,0.00603607,1,1669411869909000,2022-11-25 21:31:09
22680000.0,0.00061922,0,1669411882693000,2022-11-25 21:31:22
22680000.0,0.00906546,0,1669411891087000,2022-11-25 21:31:31
22680000.0,0.00179982,0,1669411892845000,2022-11-25 21:31:32
22667000.0,0.05184754,1,1669411900100000,2022-11-25 21:31:40
22680000.0,0.01266147,0,1669411901770000,2022-11-25 21:31:41
22680000.0,0.00396825,1,1669411903306000,2022-11-25 21:31:43
22680000.0,0.02746199,1,1669411908187000,2022-11-25 21:31:48
22680000.0,0.11904761,0,1669411931035000,2022-11-25 21:32:11
22667000.0,0.00044091,1,1669411956531000,2022-11-25 21:32:36
22667000.0,0.00400995,1,1669411965336000,2022-11-25 21:32:45
22667000.0,0.01201442,1,1669411982766001,2022-11-25 21:33:02
22667000.0,0.03316809,1,1669411982766000,2022-11-25 21:33:02
22667000.0,0.00441169,1,1669411990941001,2022-11-25 21:33:10
22667000.0,0.01043354,1,1669411990941000,2022-11-25 21:33:10
22666000.0,0.02526597,1,1669411994237000,2022-11-25 21:33:14
22667000.0,0.04411699,0,1669411999240000,2022-11-25 21:33:19
22667000.0,0.01102924,0,1669412004121000,2022-11-25 21:33:24
22667000.0,8.54e-06,0,1669412005465000,2022-11-25 21:33:25
22667000.0,0.03869491,1,1669412010087000,2022-11-25 21:33:30
22677000.0,0.00099865,1,1669412029857000,2022-11-25 21:33:49
22677000.0,0.00707668,1,1669412038886000,2022-11-25 21:33:58
22667000.0,0.06033533,1,1669412052463000,2022-11-25 21:34:12
22677000.0,0.00044097,0,1669412060751000,2022-11-25 21:34:20
22677000.0,0.01773853,0,1669412066982000,2022-11-25 21:34:26
22677000.0,0.22079892,0,1669412067053000,2022-11-25 21:34:27
22677000.0,0.00044472,0,1669412077764000,2022-11-25 21:34:37
22673000.0,0.00440612,0,1669412100145000,2022-11-25 21:35:00
22668000.0,0.026,1,1669412104126000,2022-11-25 21:35:04
22668000.0,0.00070823,1,1669412107828000,2022-11-25 21:35:07
22668000.0,0.005842,1,1669412111923000,2022-11-25 21:35:11
22668000.0,0.00218317,1,1669412121337001,2022-11-25 21:35:21
22668000.0,0.02855801,1,1669412121337000,2022-11-25 21:35:21
22668000.0,0.03131779,0,1669412123164000,2022-11-25 21:35:23
22668000.0,0.07976043,0,1669412133839001,2022-11-25 21:35:33
22668000.0,0.05772548,0,1669412133839000,2022-11-25 21:35:33
22668000.0,0.0220465,0,1669412134774000,2022-11-25 21:35:34
22668000.0,0.00432415,0,1669412137626000,2022-11-25 21:35:37
22668000.0,0.02203547,0,1669412137334000,2022-11-25 21:35:37
22668000.0,0.0008823,1,1669412147926000,2022-11-25 21:35:47
22668000.0,8.735e-05,1,1669412147926001,2022-11-25 21:35:47
22667000.0,0.03389708,1,1669412153899000,2022-11-25 21:35:53
22667000.0,0.04279446,1,1669412153804000,2022-11-25 21:35:53
22668000.0,0.01384538,0,1669412162052000,2022-11-25 21:36:02
22673000.0,0.09847691,0,1669412163793001,2022-11-25 21:36:03
22668000.0,0.03211421,0,1669412163793000,2022-11-25 21:36:03
22673000.0,0.00044105,0,1669412167289000,2022-11-25 21:36:07
22673000.0,0.00026022,0,1669412170631000,2022-11-25 21:36:10
22673000.0,0.00026022,0,1669412171327000,2022-11-25 21:36:11
22673000.0,0.03817347,0,1669412188555000,2022-11-25 21:36:28
22672000.0,0.00794394,1,1669412189547000,2022-11-25 21:36:29
22670000.0,0.04408328,0,1669412191010000,2022-11-25 21:36:31
22669000.0,0.00121734,0,1669412216056000,2022-11-25 21:36:56
22669000.0,0.06992383,0,1669412232281000,2022-11-25 21:37:12
22669000.0,0.1854167,0,1669412247883000,2022-11-25 21:37:27
22669000.0,0.00088226,0,1669412256525000,2022-11-25 21:37:36
22669000.0,0.00022488,0,1669412259686000,2022-11-25 21:37:39
22668000.0,0.001,1,1669412261065001,2022-11-25 21:37:41
22668000.0,0.025,1,1669412261065000,2022-11-25 21:37:41
22669000.0,0.00193548,0,1669412262439000,2022-11-25 21:37:42
22670000.0,0.00022055,0,1669412269069000,2022-11-25 21:37:49
22669000.0,0.03652765,1,1669412288425000,2022-11-25 21:38:08
22670000.0,0.00910012,0,1669412293447000,2022-11-25 21:38:13
