trade_price,trade_volume,ask_bid,sequential_id,timestamp
22677000.0,0.00039687,0,1669420801203000,2022-11-26 00:00:01
22676000.0,0.23651983,1,1669420801697000,2022-11-26 00:00:01
22676000.0,0.0036813,1,1669420801630000,2022-11-26 00:00:01
22677000.0,0.00044097,0,1669420802956000,2022-11-26 00:00:02
22677000.0,0.00022048,0,1669420802910000,2022-11-26 00:00:02
22677000.0,0.00022048,0,1669420802418000,2022-11-26 00:00:02
22676000.0,0.00378227,1,1669420803552000,2022-11-26 00:00:03
22677000.0,0.00022048,0,1669420803935000,2022-11-26 00:00:03
22676000.0,0.35132405,1,1669420803427000,2022-11-26 00:00:03
22677000.0,0.00044097,0,1669420803118000,2022-11-26 00:00:03
22677000.0,0.00066146,0,1669420804854000,2022-11-26 00:00:04
22677000.0,0.0094071,0,1669420804178000,2022-11-26 00:00:04
22677000.0,0.00024252,0,1669420805840000,2022-11-26 00:00:05
22677000.0,0.00066146,0,1669420805769000,2022-11-26 00:00:05
22676000.0,0.00099199,1,1669420805448000,2022-11-26 00:00:05
22676000.0,0.0028023,1,1669420807755000,2022-11-26 00:00:07
22676000.0,0.04186707,1,1669420807338000,2022-11-26 00:00:07
22676000.0,0.00850552,1,1669420807247000,2022-11-26 00:00:07
22677000.0,0.03144507,0,1669420810721000,2022-11-26 00:00:10
22677000.0,0.00899999,0,1669420810669000,2022-11-26 00:00:10
22677000.0,0.22431378,0,1669420812949000,2022-11-26 00:00:12
22677000.0,0.00034423,0,1669420813150000,2022-11-26 00:00:13
22676000.0,0.00088975,1,1669420813177000,2022-11-26 00:00:13
22676000.0,0.02762381,1,1669420813218000,2022-11-26 00:00:13
22677000.0,0.0148,0,1669420815181000,2022-11-26 00:00:15
22677000.0,0.00382765,0,1669420816181004,2022-11-26 00:00:16
22677000.0,0.11868543,0,1669420816181005,2022-11-26 00:00:16
22689000.0,0.00055309,0,1669420816181007,2022-11-26 00:00:16
22692000.0,0.01076219,0,1669420816181008,2022-11-26 00:00:16
22677000.0,0.03589903,0,1669420816181006,2022-11-26 00:00:16
22699000.0,0.0008811,0,1669420816181010,2022-11-26 00:00:16
22695000.0,0.02420261,0,1669420816181011,2022-11-26 00:00:16
22698000.0,0.334,0,1669420816181012,2022-11-26 00:00:16
22698000.0,0.003,0,1669420816836000,2022-11-26 00:00:16
22698000.0,0.04109817,0,1669420816181009,2022-11-26 00:00:16
22676000.0,0.23383994,1,1669420818930000,2022-11-26 00:00:18
22676000.0,0.00309184,1,1669420821565000,2022-11-26 00:00:21
22676000.0,0.02296267,1,1669420821506000,2022-11-26 00:00:21
22676000.0,0.06498161,1,1669420823183000,2022-11-26 00:00:23
22676000.0,0.08890858,1,1669420824703000,2022-11-26 00:00:24
22676000.0,0.00968323,1,1669420827552000,2022-11-26 00:00:27
22676000.0,0.01322985,1,1669420831741000,2022-11-26 00:00:31
22698000.0,0.00106661,0,1669420833310000,2022-11-26 00:00:33
22676000.0,0.06965885,1,1669420836861000,2022-11-26 00:00:36
22676000.0,0.00867582,1,1669420836043000,2022-11-26 00:00:36
22676000.0,0.02966281,1,1669420837210000,2022-11-26 00:00:37
22698000.0,0.00022028,0,1669420839449000,2022-11-26 00:00:39
22676000.0,0.08984947,1,1669420841989000,2022-11-26 00:00:41
22676000.0,0.00905268,1,1669420843012000,2022-11-26 00:00:43
22676000.0,0.02087142,1,1669420845216000,2022-11-26 00:00:45
22696000.0,0.01271161,0,1669420846477000,2022-11-26 00:00:46
22676000.0,0.11054304,1,1669420846461000,2022-11-26 00:00:46
22696000.0,0.00499735,0,1669420847513000,2022-11-26 00:00:47
22676000.0,0.01777602,1,1669420850768000,2022-11-26 00:00:50
22676000.0,0.00434079,1,1669420851525000,2022-11-26 00:00:51
22676000.0,0.00088421,1,1669420852766000,2022-11-26 00:00:52
22676000.0,0.00088421,1,1669420854030000,2022-11-26 00:00:54
22694000.0,0.00118816,0,1669420854203000,2022-11-26 00:00:54
22676000.0,0.00867969,1,1669420854115000,2022-11-26 00:00:54
22676000.0,0.02618539,1,1669420857008000,2022-11-26 00:00:57
22694000.0,5.387e-05,1,1669420858540000,2022-11-26 00:00:58
22694000.0,0.0205,1,1669420858476000,2022-11-26 00:00:58
22694000.0,0.06261882,0,1669420858382000,2022-11-26 00:00:58
22676000.0,0.01701,1,1669420859096000,2022-11-26 00:00:59
22676000.0,0.11224496,1,1669420859248000,2022-11-26 00:00:59
22676000.0,0.01160743,1,1669420861769000,2022-11-26 00:01:01
22693000.0,0.00044066,0,1669420861344000,2022-11-26 00:01:01
22693000.0,0.01448342,0,1669420862282000,2022-11-26 00:01:02
22693000.0,0.0011252,0,1669420862808000,2022-11-26 00:01:02
22695000.0,0.00066093,0,1669420862863000,2022-11-26 00:01:02
22695000.0,0.08094072,0,1669420862808001,2022-11-26 00:01:02
22693000.0,0.01712,0,1669420866306001,2022-11-26 00:01:06
22694000.0,0.00490124,0,1669420866306000,2022-11-26 00:01:06
22693000.0,0.00684786,0,1669420870279000,2022-11-26 00:01:10
22693000.0,0.0142155,0,1669420872139001,2022-11-26 00:01:12
22693000.0,0.14128102,0,1669420872139000,2022-11-26 00:01:12
22678000.0,0.0301998,1,1669420873169000,2022-11-26 00:01:13
22693000.0,0.01321993,0,1669420875710000,2022-11-26 00:01:15
22692000.0,0.00433342,0,1669420878532000,2022-11-26 00:01:18
22678000.0,0.00978799,1,1669420880192000,2022-11-26 00:01:20
22678000.0,0.01166371,1,1669420881786000,2022-11-26 00:01:21
22678000.0,0.0029,1,1669420885774003,2022-11-26 00:01:25
22678000.0,0.00220478,1,1669420885774002,2022-11-26 00:01:25
22678000.0,0.0005778,1,1669420885774001,2022-11-26 00:01:25
22678000.0,0.00937129,1,1669420885774000,2022-11-26 00:01:25
22678000.0,0.0050961,1,1669420885706000,2022-11-26 00:01:25
22676000.0,0.43958256,1,1669420888505018,2022-11-26 00:01:28
22676000.0,0.02160874,1,1669420888505019,2022-11-26 00:01:28
22676000.0,0.00440774,1,1669420888505016,2022-11-26 00:01:28
22676000.0,0.00203962,1,1669420888505017,2022-11-26 00:01:28
22676000.0,0.01327982,1,1669420888505020,2022-11-26 00:01:28
22676000.0,0.00063944,1,1669420888505021,2022-11-26 00:01:28
22676000.0,0.02204974,1,1669420888505022,2022-11-26 00:01:28
22676000.0,0.00132298,1,1669420888505023,2022-11-26 00:01:28
22676000.0,0.04409948,1,1669420888505024,2022-11-26 00:01:28
22678000.0,0.00088191,0,1669420888792000,2022-11-26 00:01:28
22678000.0,0.00954183,0,1669420889505001,2022-11-26 00:01:29
22678000.0,0.03295817,0,1669420889505000,2022-11-26 00:01:29
22676000.0,0.01434114,1,1669420890587000,2022-11-26 00:01:30
22676000.0,0.00044099,1,1669420891380000,2022-11-26 00:01:31
22676000.0,0.00220387,1,1669420891380001,2022-11-26 00:01:31
22676000.0,0.00043257,1,1669420891380002,2022-11-26 00:01:31
22676000.0,0.09297964,1,1669420891380003,2022-11-26 00:01:31
22676000.0,0.00330527,1,1669420891380005,2022-11-26 00:01:31
22676000.0,0.00088198,1,1669420891380006,2022-11-26 00:01:31
22676000.0,0.00088198,1,1669420891380007,2022-11-26 00:01:31
22676000.0,0.00440994,1,1669420891380008,2022-11-26 00:01:31
22676000.0,0.62546376,1,1669420891380004,2022-11-26 00:01:31
22678000.0,0.00935177,0,1669420892816001,2022-11-26 00:01:32
22677000.0,0.00663922,0,1669420892816000,2022-11-26 00:01:32
22676000.0,0.00088519,1,1669420892624000,2022-11-26 00:01:32
22676000.0,0.00088519,1,1669420893162000,2022-11-26 00:01:33
22676000.0,0.00534764,1,1669420893304000,2022-11-26 00:01:33
22676000.0,0.00872,1,1669420894995000,2022-11-26 00:01:34
22678000.0,0.00083781,0,1669420894151000,2022-11-26 00:01:34
22678000.0,0.00560014,0,1669420895721000,2022-11-26 00:01:35
22676000.0,0.00515584,1,1669420895488000,2022-11-26 00:01:35
22678000.0,0.00083781,0,1669420895087000,2022-11-26 00:01:35
22676000.0,0.03244232,1,1669420896035000,2022-11-26 00:01:36
22676000.0,0.01891206,1,1669420901291003,2022-11-26 00:01:41
22676000.0,0.00044099,1,1669420901291002,2022-11-26 00:01:41
22676000.0,0.04409948,1,1669420901291001,2022-11-26 00:01:41
22676000.0,0.11908418,1,1669420901291000,2022-11-26 00:01:41
22676000.0,0.02130947,1,1669420903103000,2022-11-26 00:01:43
22677000.0,0.00587579,1,1669420903103001,2022-11-26 00:01:43
22676000.0,0.08819897,1,1669420903654004,2022-11-26 00:01:43
22676000.0,0.00022479,1,1669420903654003,2022-11-26 00:01:43
22676000.0,0.0002366,1,1669420903654002,2022-11-26 00:01:43
22676000.0,0.00881989,1,1669420903654001,2022-11-26 00:01:43
22676000.0,0.00387795,1,1669420903654000,2022-11-26 00:01:43
22676000.0,0.00276,0,1669420904643000,2022-11-26 00:01:44
22675000.0,0.000223,1,1669420906601001,2022-11-26 00:01:46
22676000.0,0.01973682,0,1669420906442000,2022-11-26 00:01:46
22675000.0,0.00245464,1,1669420906601002,2022-11-26 00:01:46
22675000.0,0.00441014,1,1669420906601000,2022-11-26 00:01:46
22675000.0,0.02204585,1,1669420906601004,2022-11-26 00:01:46
22675000.0,0.03227993,1,1669420906601003,2022-11-26 00:01:46
22676000.0,0.00762447,0,1669420906606000,2022-11-26 00:01:46
22675000.0,0.00275174,1,1669420909174000,2022-11-26 00:01:49
22676000.0,0.08168002,0,1669420911110000,2022-11-26 00:01:51
22675000.0,0.01911977,1,1669420914128000,2022-11-26 00:01:54
22675000.0,0.04347296,1,1669420914253000,2022-11-26 00:01:54
22676000.0,0.04024374,0,1669420915151000,2022-11-26 00:01:55
22675000.0,0.00789212,1,1669420915556000,2022-11-26 00:01:55
22675000.0,0.00220507,1,1669420917189000,2022-11-26 00:01:57
22675000.0,0.00022054,1,1669420917189002,2022-11-26 00:01:57
22675000.0,0.02982022,1,1669420917189001,2022-11-26 00:01:57
22674000.0,0.02477132,1,1669420918370001,2022-11-26 00:01:58
22674000.0,0.00130414,1,1669420918370000,2022-11-26 00:01:58
22674000.0,0.03673773,1,1669420920094000,2022-11-26 00:02:00
22674000.0,0.00258616,1,1669420921875002,2022-11-26 00:02:01
22674000.0,0.00026462,1,1669420921875000,2022-11-26 00:02:01
22675000.0,0.00088202,0,1669420921283000,2022-11-26 00:02:01
22674000.0,0.04401795,1,1669420921875003,2022-11-26 00:02:01
22674000.0,0.00220516,1,1669420921875001,2022-11-26 00:02:01
22674000.0,7.991e-05,1,1669420921875005,2022-11-26 00:02:01
22674000.0,0.00044103,1,1669420921875006,2022-11-26 00:02:01
22674000.0,0.00035282,1,1669420921875007,2022-11-26 00:02:01
22674000.0,0.00088162,0,1669420921945000,2022-11-26 00:02:01
22674000.0,0.00440994,1,1669420921875004,2022-11-26 00:02:01
22674000.0,0.08436314,0,1669420922881001,2022-11-26 00:02:02
22675000.0,0.00191026,0,1669420922881000,2022-11-26 00:02:02
22674000.0,0.00044101,0,1669420926179000,2022-11-26 00:02:06
22675000.0,0.00048529,1,1669420928725000,2022-11-26 00:02:08
22674000.0,0.01324978,0,1669420928535000,2022-11-26 00:02:08
22675000.0,0.0046407,1,1669420930682000,2022-11-26 00:02:10
22675000.0,0.02779,1,1669420931240000,2022-11-26 00:02:11
22675000.0,0.01635,1,1669420932096000,2022-11-26 00:02:12
22675000.0,0.15549652,1,1669420935979000,2022-11-26 00:02:15
22676000.0,0.00462,0,1669420935808000,2022-11-26 00:02:15
22676000.0,0.00024254,0,1669420936680000,2022-11-26 00:02:16
22676000.0,0.03964986,0,1669420936529000,2022-11-26 00:02:16
22676000.0,0.02758285,0,1669420937055000,2022-11-26 00:02:17
22678000.0,0.02347105,0,1669420937976001,2022-11-26 00:02:17
22676000.0,0.00654895,0,1669420937976000,2022-11-26 00:02:17
22676000.0,0.02434,0,1669420937937000,2022-11-26 00:02:17
22676000.0,0.01617,0,1669420937410000,2022-11-26 00:02:17
22675000.0,0.00441014,1,1669420938507001,2022-11-26 00:02:18
22675000.0,0.00260513,1,1669420938507000,2022-11-26 00:02:18
22673000.0,0.00043049,1,1669420941176000,2022-11-26 00:02:21
22673000.0,0.02153607,1,1669420943968000,2022-11-26 00:02:23
22673000.0,0.00117919,1,1669420943968001,2022-11-26 00:02:23
22673000.0,0.02252261,1,1669420944132001,2022-11-26 00:02:24
22673000.0,0.00065568,1,1669420944132000,2022-11-26 00:02:24
22673000.0,0.00441053,1,1669420944132002,2022-11-26 00:02:24
22673000.0,0.00220526,1,1669420944132003,2022-11-26 00:02:24
22673000.0,0.00052022,0,1669420944898000,2022-11-26 00:02:24
22673000.0,0.00286,0,1669420944487000,2022-11-26 00:02:24
22672000.0,0.01691831,1,1669420946501002,2022-11-26 00:02:26
22672000.0,0.00117378,1,1669420946501001,2022-11-26 00:02:26
22672000.0,0.04405868,1,1669420946501000,2022-11-26 00:02:26
